Scheme Name	Net Asset Value
TATA Ultra Short Term Fund Direct Plan - Weekly Reinvestment of Income Distribution cum capital withdrawal option	10.4025
TATA Ultra Short Term Fund Regular Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option	14.0406
TATA Ultra Short Term Fund Regular Plan -Weekly Reinvestment of Income Distribution cum capital withdrawal option	10.3753
TATA Ultra Short Term Fund-Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option	14.7508
TATA Ultra Short Term Fund-Direct Plan - Weekly Payout of Income Distribution cum capital withdrawal option	10.4025
Tata Ultra Short Term Fund-Direct Plan-Growth	14.7365
TATA Ultra Short Term Fund-Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option	14.0406
TATA Ultra Short Term Fund-Regular Plan - Weekly Payout of Income Distribution cum capital withdrawal option	10.3753
Tata Ultra Short Term Fund-Regular Plan-Growth	14.0394
UTI Ultra Short Duration Fund - Direct Plan - Annual IDCW	1415.4851
UTI Ultra Short Duration Fund - Direct Plan - Daily IDCW (Reinvestment)	1497.1093
UTI Ultra Short Duration Fund - Direct Plan - Flexi IDCW	2183.3386
UTI Ultra Short Duration Fund - Direct Plan - Fortnightly IDCW	1326.0164
UTI Ultra Short Duration Fund - Direct Plan - Growth Option	4500.1027
UTI Ultra Short Duration Fund - Direct Plan - Half-Yearly IDCW	1426.8295
UTI Ultra Short Duration Fund - Direct Plan - Monthly IDCW	1151.6759
UTI Ultra Short Duration Fund - Direct Plan - Quarterly IDCW	1868.4876
UTI Ultra Short Duration Fund - Direct Plan - Weekly IDCW (Reinvestment)	1083.0431
UTI Ultra Short Duration Fund - Discontinued - INSTN GROWTH OPTION	3008.2002
UTI Ultra Short Duration Fund - Discontinued - INSTN PLAN - PERIODIC DIVIDEND OPTION	1003.5556
UTI Ultra Short Duration Fund - Regular Plan - Annual IDCW	1373.8209
UTI Ultra Short Duration Fund - Regular Plan - Daily IDCW (Reinvestment)	1047.2577
UTI Ultra Short Duration Fund - Regular Plan - Flexi IDCW	1620.6695
UTI Ultra Short Duration Fund - Regular Plan - Fortnightly IDCW	1321.6273
UTI Ultra Short Duration Fund - Regular Plan - Growth Option	4198.2591
UTI Ultra Short Duration Fund - Regular Plan - Half-Yearly IDCW	1038.2719
UTI Ultra Short Duration Fund - Regular Plan - Monthly IDCW	1074.2208
UTI Ultra Short Duration Fund - Regular Plan - Quarterly IDCW	1249.4808
UTI Ultra Short Duration Fund - Regular Plan - Weekly IDCW (Reinvestment)	1344.6299
WhiteOak Capital Ultra Short Duration Fund- Direct plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1004.5603
WhiteOak Capital Ultra Short Duration Fund- Direct plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1004.6734
WhiteOak Capital Ultra Short Duration Fund- Direct plan-Growth Option	1395.4332
WhiteOak Capital Ultra Short Duration Fund- Direct plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1009.4559
WhiteOak Capital Ultra Short Duration Fund- Direct plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1004.6430
WhiteOak Capital Ultra Short Duration Fund- Regular plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1004.5242
WhiteOak Capital Ultra Short Duration Fund- Regular plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1004.6020
WhiteOak Capital Ultra Short Duration Fund- Regular plan-Growth Option	1349.0073
WhiteOak Capital Ultra Short Duration Fund- Regular plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1007.9956
WhiteOak Capital Ultra Short Duration Fund- Regular plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1005.9812
Invesco India Contra Fund - Direct Plan - Growth	147.24
Invesco India Contra Fund - Direct Plan - IDCW (Payout / Reinvestment)	68.63
Invesco India Contra Fund - Growth	125.9
Invesco India Contra Fund - IDCW (Payout / Reinvestment)	51.39
Kotak India EQ Contra Fund - Growth	137.998
Kotak India EQ Contra Fund - Growth - Direct	162.34
Kotak India EQ Contra Fund - Payout of Income Distribution cum capital withdrawal option	47.567
Kotak India EQ Contra Fund - Payout of Income Distribution cum capital withdrawal option- Direct	57.769
SBI CONTRA FUND - DIRECT PLAN - GROWTH	399.6653
SBI Contra Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	84.3468
SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	63.5632
SBI CONTRA FUND - REGULAR PLAN -GROWTH	366.5583
Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan	454.16
Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan	414.17
Aditya Birla Sun Life Dividend Yield Fund -DIRECT - IDCW	45.36
Aditya Birla Sun Life Dividend Yield Fund -REGULAR - IDCW	24.99
Baroda BNP Paribas Dividend Yield Fund - Direct Plan - Growth Option	9.0811
Baroda BNP Paribas Dividend Yield Fund - Direct Plan - IDCW Option	9.0811
Baroda BNP Paribas Dividend Yield Fund - Regular Plan - Growth Option	8.9806
Baroda BNP Paribas Dividend Yield Fund - Regular Plan - IDCW Option	8.9806
Templeton India Equity Income Fund - Direct - Growth	146.7258
Templeton India EQUITY INCOME FUND - Direct - IDCW	28.6518
Templeton India EQUITY INCOME FUND - IDCW	25.3930
Templeton India Equity Income Fund-Growth Plan	134.2801
HDFC Dividend Yield Fund - Growth Option Direct Plan	24.77
HDFC Dividend Yield Fund - Growth Plan	23.254
HDFC Dividend Yield Fund - IDCW Option Direct Plan	21.472
HDFC Dividend Yield Fund - IDCW Plan	19.947
ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option	55.28
ICICI Prudential Dividend Yield Equity Fund Direct Plan IDCW Option	25.37
ICICI Prudential Dividend Yield Equity Fund Growth Option	49.69
ICICI Prudential Dividend Yield Equity Fund IDCW Option	19.78
LIC MF Dividend Yield Fund-Direct Plan-Growth	30.4016
LIC MF Dividend Yield Fund-Direct Plan-IDCW	30.3902
LIC MF Dividend Yield Fund-Regular Plan-Growth	28.1388
LIC MF Dividend Yield Fund-Regular Plan-IDCW	28.1383
SBI Dividend Yield Fund - Direct Plan - Growth	14.4761
SBI Dividend Yield Fund - Direct Plan - Income Distribution cum Capital Withdrawal (IDCW) Option	14.4774
SBI Dividend Yield Fund - Regular Plan - Growth	14.1524
SBI Dividend Yield Fund - Regular Plan - Income Distribution cum Capital Withdrawal (IDCW) Option	14.1522
Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund) - Direct Plan - Growth Option	140.3993
Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option	62.6251
Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Half Yearly Income Distribution CUM Capital Withdrawal Plan	37.5008
Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)-Growth Plan	128.9596
Tata Dividend Yield Fund-Direct Plan-Growth	17.8454
Tata Dividend Yield Fund-Direct Plan-IDCW Payout	17.8454
Tata Dividend Yield Fund-Direct Plan-IDCW Reinvestment	17.8454
Tata Dividend Yield Fund-Regular Plan-Growth	16.6322
Tata Dividend Yield Fund-Regular Plan-IDCW Payout	16.6322
Tata Dividend Yield Fund-Regular Plan-IDCW Reinvestment	16.6322
UTI Dividend Yield Fund - Direct Plan - IDCW	38.1898
UTI Dividend Yield Fund - Regular Plan - IDCW	31.9054
UTI-Dividend Yield Fund.-Growth	165.1375
UTI-Dividend Yield Fund.-Growth-Direct	178.0295
360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth	13.4413
360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - IDCW Payout	13.4413
360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - Growth	13.3621
360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - IDCW Payout	13.3621
Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan	61.85
Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option	55.51
Aditya Birla Sun Life ELSS Tax Saver Fund-DIRECT - IDCW	413.59
Aditya Birla Sun Life ELSS Tax Saver Fund-Regular - IDCW	181.18
Axis ELSS Tax Saver Fund - Direct Plan - Growth Option	102.6314
Axis ELSS Tax Saver Fund - Direct Plan - IDCW	51.8420
Axis ELSS Tax Saver Fund - Regular Plan - Growth	91.0042
Axis ELSS Tax Saver Fund - Regular Plan - IDCW	24.3240
BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - GROWTH	10.670
BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - IDCW	10.670
BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - GROWTH	10.617
BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - IDCW	10.617
BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth	163.744
BANDHAN ELSS Tax Saver Fund - Direct Plan - IDCW	40.439
BANDHAN ELSS Tax Saver Fund - Regular Plan - Growth	142.867
BANDHAN ELSS Tax Saver Fund - Regular Plan - IDCW	30.795
BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth	171.69
BANK OF INDIA ELSS Tax Saver -Direct Plan-IDCW	68.57
BANK OF INDIA ELSS Tax Saver -ECO Plan-Growth	159.77
BANK OF INDIA ELSS Tax Saver -ECO Plan-IDCW	26.52
BANK OF INDIA ELSS Tax Saver -Regular Plan- Growth	147.78
BANK OF INDIA ELSS Tax Saver -Regular Plan-IDCW	28.47
BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - Growth Option	99.5969
BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - IDCW Option	26.9230
BARODA BNP PARIBAS ELSS Tax Saver Fund - Regular - Growth Option	88.5763
BARODA BNP PARIBAS ELSS Tax Saver Fund- Regular - IDCW Option	21.2653
CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION	183.4500
CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - IDCW (Payout)	74.8200
CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN - GROWTH OPTION	164.5300
CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN -IDCW (Payout)	46.2900
DSP ELSS Tax Saver Fund - Direct Plan - Growth	147.57
DSP ELSS Tax Saver Fund - Direct Plan - IDCW	90.282
DSP ELSS Tax Saver Fund - Regular Plan - Growth	133.129
DSP ELSS Tax Saver Fund - Regular Plan - IDCW	23.969
Edelweiss ELSS Tax Saver Fund - Direct Plan - IDCW Option	40.85
Edelweiss ELSS Tax Saver Fund - Direct Plan-Growth Option	120.79
Edelweiss ELSS Tax Saver Fund - Regular Plan - Growth Option	102.47
Edelweiss ELSS Tax Saver Fund - Regular Plan - IDCW Option	27.43
Franklin India ELSS Tax Saver Fund - Direct - Growth	1569.7486
Franklin India ELSS Tax Saver Fund - Direct - IDCW	73.9815
Franklin India ELSS Tax Saver Fund - IDCW	63.9143
Franklin India ELSS Tax Saver Fund-Growth	1410.0952
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Dividend Option	20.63
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option	20.66
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout)	18.27
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)-Regular Plan-Growth Option	18.26
HDFC ELSS Tax saver - Growth Option - Direct Plan	1439.153
HDFC ELSS Tax saver - Growth Plan	1334.463
HDFC ELSS Tax saver - IDCW Option - Direct Plan	96.494
HDFC ELSS Tax saver - IDCW Plan	71.322
HDFC Long Term Advantage Plan - Growth Option - Direct Plan	625.385
HDFC Long Term Advantage Plan - Growth Plan	595.168
HDFC Long Term Advantage Plan - IDCW Option - Direct Plan	57.515
HDFC Long Term Advantage Plan - IDCW Plan	51.722
HSBC ELSS Tax saver Fund - Direct Growth	133.4205
HSBC ELSS Tax saver Fund - Direct IDCW Payout	37.5218
HSBC ELSS Tax saver Fund - Regular Growth	122.6034
HSBC ELSS Tax saver Fund - Regular IDCW Payout	25.6866
HSBC Tax Saver Equity Fund - Growth	87.1201
HSBC Tax Saver Equity Fund - Growth Direct	97.6743
HSBC Tax Saver Equity Fund - IDCW	31.8815
HSBC Tax Saver Equity Fund - IDCW Direct Plan	35.8574
ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth	973.53
ICICI Prudential ELSS Tax Saver Fund - Direct Plan - IDCW	45.14
ICICI Prudential ELSS Tax Saver Fund - Growth	878.15
ICICI Prudential ELSS Tax Saver Fund - IDCW	23.35
Invesco India ELSS Tax Saver Fund - Direct Plan - Growth	137.62
Invesco India ELSS Tax Saver Fund - Direct Plan - IDCW (Payout / Reinvestment)	29.92
Invesco India ELSS Tax Saver Fund - Growth	116.61
Invesco India ELSS Tax Saver Fund - IDCW (Payout / Reinvestment)	22.82
ITI ELSS Tax Saver Fund - Direct Plan - Growth Option	24.3368
ITI ELSS Tax Saver Fund - Direct Plan - IDCW Option	22.4415
ITI ELSS Tax Saver Fund - Regular Plan - Growth Option	21.7718
ITI ELSS Tax Saver Fund - Regular Plan - IDCW Option	19.9793
JM ELSS Tax Saver Fund (Direct) - Growth Option	50.5932
JM ELSS Tax Saver Fund (Direct) - IDCW	49.3458
JM ELSS Tax Saver Fund (Regular) - Growth option	44.4115
JM ELSS Tax Saver Fund (Regular) - IDCW	44.4109
Kotak ELSS Tax Saver Fund-Growth	108.44
Kotak ELSS Tax Saver Fund-Growth - Direct	126.741
Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option	40.583
Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option - Direct	53.091
LIC MF ELSS Tax Saver-Direct Plan-Growth	165.5196
LIC MF ELSS Tax Saver-Direct Plan-IDCW	36.5556
LIC MF ELSS Tax Saver-Regular Plan-Growth	145.3183
LIC MF ELSS Tax Saver-Regular Plan-IDCW	30.4214
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (10 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (10 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (15Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-IDCW Reinvestment	35.3187
LIC MF ULIS (5 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment	39.1881
LIC MF ULIS (5 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment	35.3187
Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth	31.5078
Mahindra Manulife ELSS Tax Saver Fund - Regular Plan - IDCW	17.4562
Mahindra Manulife ELSS Tax Saver Fund- Direct Plan - IDCW	21.3215
Mahindra Manulife ELSS Tax Saver Fund- Regular Plan - Growth	26.9426
Mirae Asset ELSS Tax Saver Fund - Direct Plan - Growth	51.128
Mirae Asset ELSS Tax Saver Fund - Direct Plan - IDCW	28.003
Mirae Asset ELSS Tax Saver Fund - Regular Plan - Growth	45.277
Mirae Asset ELSS Tax Saver Fund - Regular Plan - IDCW	23.844
Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth Option	51.9557
Motilal Oswal ELSS Tax Saver Fund - IDCW Payout	26.9649
Motilal Oswal ELSS Tax Saver Fund - Regular Plan - Growth Option	45.4559
Motilal Oswal ELSS Tax Saver Fund Direct - IDCW Payout	34.5255
Navi ELSS Tax Saver Fund - Direct Plan IDCW Payout	31.9534
Navi ELSS Tax Saver Fund - Regular Plan IDCW Payout	27.3894
Navi ELSS Tax Saver Fund- Direct Plan- Growth Option	32.3537
Navi ELSS Tax Saver Fund- Regular Plan- Growth Option	27.392
NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - DIRECT PLAN GROWTH	14.3811
NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - DIRECT PLAN IDCW PAYOUT	14.3878
NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - REGULAR PLAN GROWTH	14.0704
NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - REGULAR PLAN IDCW PAYOUT	14.126
NIPPON INDIA TAX SAVER (ELSS) FUND - ANNUAL IDCW Option	20.1155
NIPPON INDIA TAX SAVER (ELSS) FUND - DIRECT Plan - ANNUAL IDCW Option	21.8242
NIPPON INDIA TAX SAVER (ELSS) FUND - DIRECT Plan - IDCW Option	44.1792
NIPPON INDIA TAX SAVER (ELSS) FUND - IDCW Option	33.0913
Nippon India Tax Saver (ELSS) Fund-Growth Plan-Growth Option	119.4691
Nippon India Tax Saver Fund - Direct Plan Growth Plan - Growth Option	130.9560
NJ ELSS Tax Saver Scheme Direct Growth	14.05
NJ ELSS Tax Saver Scheme Direct IDCW	14.05
NJ ELSS Tax Saver Scheme Regular Growth	13.58
NJ ELSS Tax Saver Scheme Regular IDCW	13.58
PGIM India ELSS Tax Saver Fund - Direct Plan - Dividend Option	18.4
PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option	37.9
PGIM India ELSS Tax Saver Fund - Regular Plan - Dividend Option	17.38
PGIM India ELSS Tax Saver Fund - Regular Plan - Growth Option	33.21
Parag Parikh ELSS Tax Saver Fund- Direct Growth	32.2116
Parag Parikh ELSS Tax Saver Fund- Regular Growth	30.0356
quant ELSS Tax Saver Fund - Growth Option - Direct Plan	376.8994
quant ELSS Tax Saver Fund - Growth Option - Regular Plan	337.6257
quant ELSS Tax Saver Fund - IDCW Option - Direct Plan	50.2429
quant ELSS Tax Saver Fund - IDCW Option - Regular Plan	46.8833
Quantum ELSS Tax Saver Fund - Direct Plan Growth Option	123.77
Quantum ELSS Tax Saver Fund - Direct Plan IDCW	123.77
Quantum ELSS Tax Saver Fund - Regular Plan Growth Option	118.35
Quantum ELSS Tax Saver Fund - Regular Plan IDCW	118.35
Samco ELSS Tax Saver Fund - Direct Plan - Growth Option	12.44
Samco ELSS Tax Saver Fund - Regular Plan - Growth Option	12.02
SBI Long Term Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	109.7757
SBI LONG TERM EQUITY FUND - DIRECT PLAN -GROWTH	443.2007
SBI Long Term Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	83.2524
SBI LONG TERM EQUITY FUND - REGULAR PLAN- GROWTH	410.6363
Shriram ELSS Tax Saver Fund - Direct Growth	22.0796
Shriram ELSS Tax Saver Fund - Direct- IDCW	21.9227
Shriram ELSS Tax Saver Fund - Regular Growth	19.7235
Shriram ELSS Tax Saver Fund - Regular-IDCW	19.7299
Sundaram Diversified Equity (ELSS) Direct Plan - Growth	220.2267
Sundaram Diversified Equity (ELSS) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	19.5811
Sundaram Diversified Equity (ELSS) Regular Plan - Growth	208.1119
Sundaram Diversified Equity (ELSS) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	16.1318
Sundaram ELSS Tax Saver Fund Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option	511.6840
Sundaram ELSS Tax Saver Fund Direct Plan Growth	512.1998
Sundaram ELSS Tax Saver Fund Regular Growth	479.5983
Sundaram ELSS Tax Saver Fund Regular Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option	384.6136
Tata ELSS Tax Saver Fund- Direct Plan - Payout of IDCW Option	212.4971
Tata ELSS Tax Saver Fund- Regular Plan - Payout of IDCW Option	92.6963
Tata ELSS Tax Saver Fund-Growth-Direct Plan	47.3106
Tata ELSS Tax Saver Fund-Growth-Regular Plan	41.4211
Taurus ELSS Tax Saver Fund - Direct Plan - Growth	188.05
Taurus ELSS Tax Saver Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option	86.67
Taurus ELSS Tax Saver Fund - Regular Plan - Growth	172.75
Taurus ELSS Tax Saver Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	80.93
Union ELSS Tax Saver Fund - Direct Plan - Growth Option	64.76
Union ELSS Tax Saver Fund - Direct Plan - IDCW Option	64.76
Union ELSS Tax Saver Fund - Growth Option	59.74
Union ELSS Tax Saver Fund - IDCW Option	33.40
UTI ELSS Tax Saver Fund - Direct Plan - Growth Option	216.8824
UTI ELSS Tax Saver Fund - Direct Plan - IDCW	51.1112
UTI ELSS Tax Saver Fund - Regular Plan - Growth Option	194.1428
UTI ELSS Tax Saver Fund - Regular Plan - IDCW	37.0892
WhiteOak Capital ELSS Tax Saver Fund Direct Plan Growth	16.879
WhiteOak Capital ELSS Tax Saver Fund Direct Plan IDCW	16.879
WhiteOak Capital ELSS Tax Saver Fund Regular Plan Growth	16.148
WhiteOak Capital ELSS Tax Saver Fund Regular Plan IDCW	16.148
360 ONE FLEXICAP FUND-DIRECT PLAN- GROWTH	14.4830
360 ONE FLEXICAP FUND-DIRECT PLAN- IDCW	14.4830
360 ONE FLEXICAP FUND-REGULAR PLAN- GROWTH	14.0602
360 ONE FLEXICAP FUND-REGULAR PLAN- IDCW	14.0602
Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan	1878.69
Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan	1683.79
Aditya Birla Sun Life Flexi Cap Fund -DIRECT - IDCW	217.72
Aditya Birla Sun Life Flexi Cap Fund -Regular - IDCW	154.4
Axis Flexi Cap Fund - Direct Plan - Growth	27.21
Axis Flexi Cap fund - Direct Plan - IDCW	17.75
Axis Flexi Cap Fund - Regular Plan - Growth	24.70
Axis Flexi Cap Fund - Regular Plan - IDCW	16.27
Bajaj Finserv Flexi Cap Fund -Regular Plan-Growth	13.314
Bajaj Finserv Flexi Cap Fund-Direct Plan-Growth	13.653
Bajaj Finserv Flexi Cap Fund-Direct Plan-IDCW	13.653
Bajaj Finserv Flexi Cap Fund-Regular Plan-IDCW	13.314
BANDHAN Flexi Cap Fund - Regular Plan - Growth	195.356
BANDHAN Flexi Cap Fund - Regular Plan - IDCW	46.652
BANDHAN Flexi Cap Fund-Direct Plan-Growth	213.293
BANDHAN Flexi Cap Fund-Direct Plan-IDCW	50.755
BANK OF INDIA Flexi Cap Fund Direct Plan -Growth	33.42
BANK OF INDIA Flexi Cap Fund Direct Plan -IDCW	28.56
BANK OF INDIA Flexi Cap Fund Regular Plan -Growth	30.95
BANK OF INDIA Flexi Cap Fund Regular Plan -IDCW	28.12
Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth Option	15.0855
Baroda BNP Paribas Flexi Cap Fund - Direct Plan - IDCW Option	13.7618
Baroda BNP Paribas Flexi Cap Fund - Regular Plan - Growth Option	14.5012
Baroda BNP Paribas Flexi Cap Fund - Regular Plan - IDCW Option	13.2302
CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION	353.0300
CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	87.7200
CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - GROWTH OPTION	315.5000
CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	57.8400
DSP Flexi Cap Fund - Direct Plan - Growth	107.055
DSP Flexi Cap Fund - Direct Plan - IDCW	85.923
DSP Flexi Cap Fund - Regular Plan - Growth	96.486
DSP Flexi Cap Fund - Regular Plan - IDCW	59.7
Edelweiss Flexi Cap Fund - Direct Plan - Growth Option	40.975
Edelweiss Flexi Cap Fund - Direct Plan - IDCW Option	33.64
Edelweiss Flexi Cap Fund - Regular - IDCW Option	29.171
Edelweiss Flexi Cap Fund - Regular Plan - Growth Option	35.527
Franklin India Flexi Cap Fund - Direct - Growth	1732.4601
Franklin India Flexi Cap Fund - Direct - IDCW	72.1423
Franklin India Flexi Cap Fund - Growth	1558.6475
Franklin India Flexi Cap Fund - IDCW	64.2665
HDFC Flexi Cap Fund - Growth Option - Direct Plan	2055.946
